Date,Url,Content
2025-02-14,-,"Why will everything else download and open with no problem, except THIS APP?! I can’t even give a proper review when I can’t even begin a project on this thing."
2025-02-14,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=ce1cc179-a29c-4451-9beb-3d9794b37864,"EDIT: Confirm this issue appears to have been fixed. 5 stars. Never ship an update before the Christmas holidays... this latest version has some annoying bugs. When opening and editing a task, the back buttons stop working (both the on-screen button and the Android button), so the only option is to close the app and re-open it. Also, you can only view Recent projects - under ""Projects"" the ""All"" tab is empty. Not a good experience after years of otherwise positive use of Asana."
2025-02-13,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=101cdc58-bb3d-4c56-b4b4-d9a8eafeade3,"Why is it so buggy?? My only does it lag, but when i try to create a new task, most of the time out will only allow me to discard or edit and not be able to create! What the heck!!"
2025-02-12,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=ab417ecb-8c1e-4710-9149-d4b09276c4bc,It's an amazing App
2025-02-11,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=2c9d793f-d73d-4721-be9a-893b20c450d7,"Last update beware - since doing it whenever I amend a task's due date or description, I then cannot click on ""save"" or ""previous"" (the buttons are frozen), I never had that issue before the last update, please fix this asap [edit: newest update fixed it, amended rating from 1 to 5 stars]"
2025-02-11,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=6025ab4b-9ac4-4840-91ee-32de77f4eda4,Exceptional!
2025-02-09,-,If you’re scrolling the app is so sensitive that you might just swipe a few tasks complete cause the unnecessary feature to be able to complete a task like you’re swiping in Tinder makes it time consuming and tough to recover whatever you accidentally marked as complete
2025-02-09,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=037082a0-9d4f-43ff-bc49-2d751590f9d7,"Weak app and it struggling new people that would like to excel it,also I can never be use it again"
2025-02-08,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=92ed7274-2a44-4525-a7e6-8ed4f056820d,"Had the app for years. It just randomly logged me out and know it's think I have no account and when I put in my email to login it thinks it's a new email and wants me to sign up (even though I still get Asana emails, so it clearly is the right email). Now I've lost all my projects and hundreds of entries. It wants me to just start again. I can't trust this app now. It could just do it again. I have uninstalled. It was a good app otherwise. What a shame. Don't recommend."
2025-02-05,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=12c67d99-52f5-4552-970e-5a4e48cadee3,Not able to login in. There seems to be bug in the application. Tried SSO but giving g errors.
2025-02-05,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=d8da85ed-929b-4411-9086-e6861727d32a,Nice
2025-02-04,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=cfa5916e-57d7-404b-a0d7-f2b8528e453e,Great
2025-02-02,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=1e572fb9-5589-4477-b70b-3c4bb050c504,"Buggy mess. I receive emails about organization tasks (not mine) and the link from the email leads to the browser which then opens the app which says ""Could not find what you're looking for"". Next, I try to contact support from the app - it opens the website with an endless login loop ""Please wait a moment while we sign you into the Asana Help Center"". Two basic features, completely broken. It's like no one has even tested this app. UPD: tried emailing support@ and got ""address not monitored""🤦"
2025-02-02,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=d7ca0dfa-15ca-44ab-aa33-3e50ab6d20dc,It's no longer supporting EMUI 12. I have about 80 apps on my device and Asana is the only one that stopped working and required an OS upgrade. It also blocked me from using the current installed version.
2025-01-31,-,I think the desk top version is strong while the mobile app needs serious work.   The sorting feature is absent on the mobile app.   so i spent a lot of time organizing my list in order of priority.   when i am in the field the mobile app does not respect that priority organization and randomly lists my todays tasks out of sequence
2025-01-30,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=82c5059f-4563-4c2c-ab17-e297b81ec5ef,"I am unable to add tasks, I cannot see or get to the icons to save it. Super frustrating. I am on a google pixel 9, app is fully updated."
2025-01-29,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b6d6cda6-c0fc-4313-ab40-f6a709948ff3,"The app doesn't let you do anything but viewing. Can't add actual hours, edit dates, or anything really except view tasks and projects. I love working in Asana in the browser but as an app it is not a functional tool. Why are all these features locked ?"
2025-01-28,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=1c98d02c-a69a-48b5-926c-a3dd5dac695e,After update I now Can't save tasks or use share feature from Android
2025-01-28,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b5e76fc7-5cca-4683-bdf7-44184ee9fa3a,"You broke it in latest update.. I can't arrange by due date and filter it by week... Fix it.. Don't change anything that wasn't broke like the UI.. Fix it. I've sent the form, bit not reply.. Now it's incompatible with my Android. What the heck is going on?"
2025-01-27,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=3da57c72-ec18-493b-ae15-d3966726d87e,"Couldn't log in despite whatever browser I use. I uninstalled, deleted my account, and moved somewhere else."
2025-01-25,-,"Moved over from using Microsoft ToDo — the main reason was for Asana’s better project collaboration features.

However, when reviewing individual tasks time  — the title is truncated forcing the user to click each individual line to see the full text… HUGE WASTE IOF TIME when trying to do weekly reviews or audits.

This may be enough for us to move on to another tool BECAUSE most of our team rely on mobile app primarily…"
2025-01-25,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=ee589df2-793a-4066-9b0b-58c2bc2cdacc,"Awful. The interface is fiddly and confusing, you can't seem to do certain things (rename a project?), it's laggy (I deleted a project and it's still there!), doesn't work offline."
2025-01-25,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b5a012d4-1978-40e1-bdef-4b9f34200e63,"Everything works fine basically, but for some reason the app widget started showing tasks that have already been completed which is pretty annoying and defeats the purpose of kind of"
2025-01-24,-,I wish there was a way for users that need it to be able to add more of the desktop versions features to their mobile view. I use asana on my phone majority of the time.
2025-01-24,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=e4f66511-bce0-4e90-9afe-5c1f53f943ef,"Good app , really I'm working see easy."
2025-01-23,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=6cb9f99e-0020-41e9-a0ff-e2c3976d4065,Sometimes couldn't update task data until reinstallation. Viewing comments can be buggy and app refuse to scroll up.
2025-01-22,-,"I like Asana for the features, but when you want to change the number of seats when you try and login from your phone, it keeps taking you to the app and you can’t change your seats on the app. Worst customer experience ever."
2025-01-22,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=4d5d3634-d201-41c7-a454-6c2e2bbc6e12,"I think Asana is fine, but the app leaves lot to be desired. For starters the app stoes not even remember the view you have selected, and always have to manually switch it"
2025-01-18,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b05a94dd-a43a-4628-986f-969e90c112a8,"Great app, but this latest update has many bugs and makes it unuseable. It's terribly frustrating after many good years"
2025-01-18,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=299eb090-75e1-48f7-b6c5-6fb4d21f59df,Easy to use
2025-01-17,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=7488a264-85c5-45ab-a5d6-5298b0811787,"Incredible tool, to work with your team!"
2025-01-17,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=3262dbbf-5ccb-4645-85e9-42017b96a119,Update: They told me to do a password reset and will not assist. It still doesn't send.Projects still nuked. Lost a client due to this. 😡 ______ Great until it wasn't. Updated security demanded I use an email link to reset password. System never emails link (yes I checked spam). Customer service can only be had by login. Sales and chat contact yields no joy. Won't even send my .CSV files from my projects. Glad to have all my projects nuked by an unresponsive company. Shouldn't have gone public.
2025-01-16,-,The iOS phone app is incredible and is a very usable software that bridges the gap to the computer. But this ipad app is lacking heavily. The ipad app needs to function more like the desktop app rather than be a blown up iPhone app. Major updates required for effective usability.
2025-01-16,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=90d108a8-8608-448c-bbe0-a5c1af5c2939,I love the desktop app but the mobile app keeps having issues.....displaying the incorrect view and throwing me put all the time.
2025-01-15,-,"NOTE: This is NOT a review of Asana in general, but it’s strictly a review of the latest version of the iOS app. I mainly use Asana on the desktop and I give it 10 stars out of 5! It’s the only productivity app that I have kept and continue to use.

I’m not sure what they did to this app, but the latest version is horrible. It starts up in half-screen mode and you can’t maximize it. I usually view projects in board view and loved the fact that previously you could just click on the “+” sign in each column to add a new task. But I guess that was too efficient because the “+” sign is gone. Now you have to click on the big “+” at the bottom left and jump through ten hoops to create a task. WHY? Please fix this mess."
2025-01-15,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=44ab7c5b-c367-4217-a1eb-34f9dc655e75,Another glitch has occurred after last update. My tasks is no longer showing tasks or section in the mobile app. Is there a limitation on number sections shown on mobile?
2025-01-15,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=6ea9e285-1ee7-401e-9f6a-9415ee26ff32,"Not necessary Was told to download by a law firm, but it turned out to be the wrong ap."
2025-01-14,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=71ea4a12-7af9-425c-9420-a0a56900fbf2,ridiculous pricing for even minor usage/functionalities
2025-01-12,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=56a125ce-331a-457d-8a7a-afed46d0dc0f,Google Mobility Inc
2025-01-11,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=32e3f9bb-09ce-4fa5-b4c4-87771b945572,Thanks you very much support me my account me salamat poh Amen ♥️😘
2025-01-11,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=88daf176-1f74-492b-9f97-75ad0a93b26b,Use this application for multiple businesses and for personal use. Its intuitive and easy to use.
2025-01-10,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=7ed62d42-f9c8-46bd-9c2d-eadf914c193a,"I like the smooth experience and it's helpful tool for productive day. Thank you, Asana team."
2025-01-07,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=5d11a8ed-796e-46b7-9e49-b86933d9d5cb,"Awful terrible miserable disgusting app You can add 20 tasks due for tomorrow, and when tomorrow comes, they don't even show up on the app, you click ""recently added"" and they're not there, you click ""due today"" and they're not there, A stupid app that needs to be scourged from the appstore, it is literally useless"
2025-01-06,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=09293fe6-f5f3-408e-b4aa-f67b4604e03a,It helps myy work to manage my collaborative work in supe4 produktif team
2025-01-05,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=f7e80c13-7bdb-4034-9571-eaab5f3962aa,I can never actually look at the tasks I have coming up as they continuously load. This was 95% of my motivation in downloading the app hence the low rating.
2025-01-04,-,Glitches so that you can’t add new material. Spontaneously deletes whole columns (sections) of activity. It’s a mess
2025-01-03,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=bf51b968-d65a-4b0a-b7b1-262412375ef8,Good
2025-01-03,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=2a35c41c-2800-4d56-834e-465031866ca5,"Asana is overpriced and forces you to pay for at least two users, even if you're solo. Their customer service is rigid and unhelpful – I barely used the premium features, but they refused to issue any refund. Once they have your money, it's gone. The app offers little value for the cost, and better, cheaper alternatives exist. If you want flexibility and fair pricing, look elsewhere."
2024-12-31,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=acfd44aa-91e8-4a6b-8fb7-b3c32061011d,"So Buggy, love asana in general, but the phone app is kind of garbage."
2024-12-28,-,"Do yourself a favor and stay away from this app on mobile devices and tablets. Instead, just use the browser/web version because this product is terrible. You aren’t able to create your own views, the interface for moving between projects is bad and (last I checked) the “My Tasks” view won’t even load so somehow the team introduced a bug that kills the core piece of a productivity/todo app without realizing it."
2024-12-27,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=07dc83e1-ab01-4e8e-b976-75dcfbea123d,Good!
2024-12-26,-,"PLEEEEASE. MAKE THE WIDGET MORE USEFUL! See below 

Your widget is highly limited in that it will only show items assigned to today, not past-due items. So, when my schedule starts to slip, the only way to maintain that onscreen encouragement is to massage my schedule to make sure everything is set as due today. When I’m busy, I don’t have time for that, which makes your widgets unhelpful. Please fix so I can go back to loving you."
2024-12-26,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=8fabbcc6-5071-4f66-a5d6-c370d2832634,For opened tasks the close and back button does not work meaning needing to go back to opening app to edit next task.
2024-12-26,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=406eda90-0a0a-4d0e-8b46-8cebed4d6f2b,"The ""back"" buttons when you open a task dont work for Android!! Help, it's become very annoying because I have to close the app every time after opening a task. Thanks"
2024-12-22,-,e.g. “my tasks” view has no way to add a task (unlike the web app)
2024-12-22,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=3913b1f3-59c5-4d18-82d4-74aae927ebc2,"Following the latest update, I am unable to (1) create new task with description (2) unable to use the back button or close out of the task after editing a task."
2024-12-22,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=7ac0efdd-0bd6-4f29-99cc-7c0ff59b797b,Cool
2024-12-22,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=e9169f77-95bf-464d-ad2a-a5576ef928c2,Owesome
2024-12-22,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=255600eb-0ab9-44d0-92d1-9d32900b9751,Everything went fine.
2024-12-21,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=ae8e4e6d-72ea-47fa-9af1-14e6b8816128,"With all the bugs it has, the app for Android is unusable. Literally, every other task makes the app glitch. It freezes constantly, and it's slow. Had to uninstall."
2024-12-20,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=25a3c942-6491-4b1f-bb3d-18733cc6cf6a,"I've used Asana for years, but recently the bugs have made it completely unusable. You can't create new tasks or edit current ones without the entire app freezing up or crashing. They've updated the app as of a few days ago to ""fix bugs"" but these issues all remain. If anything, they've gotten worse. Unfortunately I'll be looking for a new project management system, as great as Asana used to be."
2024-12-18,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=d64c2729-a85c-4400-84c4-2ce6b2d2560d,We use this at work and having the app available is handy on the go.
2024-12-17,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=f37dfaf0-bd70-48c9-8478-42cd39e9ae2b,Very easy to use and to onboard coworkers 👌
2024-12-16,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=08853f1f-1b3a-4bdf-b47a-ac07b14e2932,Cant look at a list view sorted by bug severity. That is pretty much all I need. (All of the custom views of a board that we have on desktop are not available and i cant sort by everything) The extremly limited view is also clogged up by columns i dont need but cant hide.
2024-12-16,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=36fc3da9-cacb-4d73-a2ec-662e840d141d,It's a good app. But recently UI has some issues. Eg Manage field hangs. Also sometimes it keeps trying to refresh and the screen/data is just changing all the time. Has become unstable sometimes. Also I find it irritating that the manage field settings are constantly lost and need to reconfigure very frequently.
2024-12-15,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=d1781835-b9a0-4d1b-ad71-b555c45dcc86,"Super amazing app with full free version. It has helped me and my team to meet project and tasks deadlines, even exceed expectation... Keep improving, you've got this💪⭐🌟🌟⭐🌟✨"
2024-12-14,-,As far as task management tools go this is a 5 star resource. Use it daily to track every task and project.  Works well with over 200 team members. Keeps us organized.
2024-12-14,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=c713622d-398d-4a13-a984-40ca87df456e,Excellent
2024-12-14,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=c9db753a-6817-4919-8a8f-54b6314ecfb4,Works with our needs
2024-12-13,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=38b1b1c4-471e-4a76-adfb-30009c4ddbba,Rubbish
2024-12-13,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=ab6e8ec9-bf12-4c00-852e-84e93a01f19d,Not UI compatible after latest updaye
2024-12-10,-,"This app is amazing and actually deserves five stars… I’d give it seven stars at the App Store would let me. 

I just finished my free trial and tried to sign up. I followed all instructions that including the app generating an email that launched the app which kept having a system error every time I would try to continue. I the went to the website and tried to sign up and discovered there’s no way to do it. 

Using their chat bots for support to try to find a way to sign up lead to the chat bot crashing with several errors repeatedly. 

There is no way to sign up for a full plan, even sadder everything that I had input into the application is now unavailable because the trial is over. There’s no number for customer support and no way to actually complete the transaction. 

A very sad and frustrating end to an absolutely amazing experience. Please fix this ASAP so nobody else has to go through this."
2024-12-10,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=f3d0060c-f661-40cb-833a-8b02993ba426,All
2024-12-08,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=0d15d8ca-5d86-4f25-8085-3b9416df4631,Absolutely love it. Thank you for the fully usable free version! Will definitely upgrade when i get more into it.
2024-12-07,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b1ddcf5a-8a5a-423d-9d48-d8775bbc1d3f,Needs improvement
2024-12-04,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=5ff0aae5-003e-4b88-8499-57bc5e9eb604,Top app and also Top software desktop
2024-12-04,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b9720297-0f09-4889-96c2-0f99fbe425d2,Awesome app
2024-12-04,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=82a388e8-0e1f-461a-bfb4-9ca5f1591eb6,Nice
2024-12-04,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=a90ce423-4858-4c99-91b1-f9795eb9a9a7,Its been institutional
2024-11-28,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=dd9fd186-6438-466c-bfc1-904a2245d73e,"App not working, just keep crushing. I am using a good, high end android device, but whenever I open the app, it just hanging at the start despite several time trying remove/install again"
2024-11-27,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=f53dce8f-85c2-4804-84ef-9ede8f5acea2,"I've always loved Asana. In my corporate days, we used it in the company. Now that I am on my own practice, I use for both work and personal projects. Perfect!"
2024-11-26,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=547f0ab2-20c8-40a1-a44d-7327a4c79346,"Love Asana, hate their Android app UPDATE 11/25/24 The Android app continues to be pure garbage. There have been ongoing major synchronization issues with the Android app where changes don't appear and the app keeps locking up and freezing. Updating tasks, setting task schedules, sorting and organizing tasks, and really any changes whatsoever that you make on the Android app over 50% of the time don't appear properly and you have to reload the app to see changes and clear cache to fix crashes."
2024-11-25,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=376bef06-d6ee-41cd-8335-fc25b7179ae7,You have awfull calendar- It can't be sinked. And now you block opportunity to watch it from browser on mobile.
2024-11-25,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=a7f9bf8a-85bc-46bd-af88-05bb39fae88e,Simple to use. Super helpful 👌
2024-11-21,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=483b6142-d740-48b9-8b5c-540bcf5b54a5,"Can the widgets be further adjusted to where we can choose tasks that are ""Due This Week"" instead of ""Recently Assigned"""
2024-11-21,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b5496fe8-74eb-4ece-90df-38f7a59227a6,"Poor experience navigating the home screen, not user friendly at all. The app notifies you about leads just to open 8 pages without providing info on the lead."
2024-11-20,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=31fffe15-e80f-45f3-a42c-e971dde875ff,"Website good, app is trash"
2024-11-19,-,It’s almost 2025
2024-11-19,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=3cb5af7e-cc90-4ade-9c3e-bc8feaf93898,The most silly and inconvenient UI/UX ever. Only give 3* because it's free and no ads
2024-11-16,-,"Update: PLEASE fix search & tags!
—-
I use it. It’s buggy though. The website is sooo much better, but not very usable on my phone. Current frustrations: search is now very weak. I can’t use words that are found in the comments or some other fields. Comparing that to Evernote and …well it’s 0 to 100. And where are tags? The app isn’t allowing me to add new ones to a task and I can no longer have tags visible as a sorting column in a project. Big fail."
2024-11-15,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=b3e78732-e097-4aa9-820e-9b24a6c99465,Nothing special in this app
2024-11-13,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=82947ba4-667b-43b2-b688-ec38c995b15e,Constant errors and issues
2024-11-10,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=3d9f4bf2-7906-4b16-9776-5d9c0389228f,Awesome app!
2024-11-09,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=f5c0b022-c474-45b1-a6ac-e7d26b1c22f8,Opening fresh door Included a difference perfectly way Movies frontertation
2024-11-08,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=fd99187b-2290-4045-b203-2f577eb856ba,"Collaboration, communication, organization, efficiency and effectiveness: all check! ✅"
2024-11-07,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=faa75935-600c-49bb-9d0d-a0b93bb7eb50,Can't edit Descriptions on mobile. 😪
2024-11-06,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=3f90ac57-55a6-4e8b-bb23-d5a9cb13e33d,It crashes. It doesn't want to uplaod.
2024-11-06,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=4356d921-9fdc-4b34-90bb-971abfcf91c0,"Please let me delete my account. Please let me ""delete"" my account"
2024-11-05,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=cc8391d4-d543-45de-ae20-a57690bdba26,Wonderful app for project management. The best is that is syncs with the laptop version.
2024-11-03,-,"My biggest beef with Asana, compared to say Trello.  Is the drop off of functionality from the desktop app to the iPhone and iPad app.  Functionality drops off the cliff and it’s very clunky.   While Trello maintains 98% of the features and same smoothness in usability, Asana is rough.  I’ve grown used to the desktop app and browser version and I find myself using my laptop as much as I can instead of the app.  The iOS and iPad apps I use only if I have to.  With Trello, I would use them all interchangeably without issue.  On my iPad, you can’t use Chrome but you can use Safari, that may be my solution in place of the app, which feels like a miss."
2024-11-02,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=18cd40d7-f214-4f4f-9c3f-f5401b4f28c1,Great app and helps keep things organized!
