Date,Rating,Reviews
23/06/2024,9,"I think Pulp Fiction is really misunderstood. Many friends don't like the movie, because they think it's too difficult. Pulp Fiction is one of Tarantino's best, but I still think Reservoir Dogs is a much better movie. But what I do like, is the fact that Tarantino always uses the same actors. They're all great! Think about it: Harvey Keitel (who played mr. White in Reservoir Dogs) , Uma Thurman (Batman & Robin), Ving Rhames (Mission:Impossible), Tim Roth (also Reservoir Dogs) ,... I just think it's fantastic! Go on and make many other movies like that, Quentin!!!"
16/06/2024,9,"Incredible film which I love in so many ways. From the quirky way several seemingly disjointed stories come together, the sarcastic humor, the gratuitous (but delectable) violence, and even the soundtrack. Samuel L. Jackson & Bruce Willis are both brilliant in a film which is more than just a must watch, but a most watch over and over addition to any film collection. 10 of 10!"
14/06/2024,9,"""Pulp Fiction"" panders to base behavior.The filth of the language,subject matter,including sodomy,sickening drug use & the flippancy of the hit men is not amusing.This movie is one of the worst pieces of trash ever pawned off as art!Glorification of this movie illuminates the level of moral turpitude that permeates throughout American society & Hollywood in particular."
12/06/2024,9,"It's no wonder that fans spend so much time debating what was in the suitcase, reading far more into the story than Tarantino probably intended. The film is so intricately structured, with so many astonishing details, many of which you won't pick up on the first viewing, that it seems to cry out for some deeper explanation. But there is no deeper explanation. ""Pulp Fiction,"" is, as the title indicates, purely an exercise in technique and style, albeit a brilliant and layered one. Containing numerous references to other films, it is like a great work of abstract art, or ""art about art."" It has all the characteristics we associate with great movies: fine writing, first-rate acting, unforgettable characters, and one of the most well-constructed narratives I've ever seen in a film. But to what end? The self-contained story does not seem to have bearing on anything but itself.The movie becomes a bit easier to understand once you realize that it's essentially a black comedy dressed up as a crime drama. Each of the three main story threads begins with a situation that could easily form the subplot of any standard gangster movie. But something always goes wrong, some small unexpected accident that causes the whole situation to come tumbling down, leading the increasingly desperate characters to absurd measures. Tarantino's originality stems from his ability to focus on small details and follow them where they lead, even if they move the story away from conventional plot developments."
20/05/2024,4,"Pulp Fiction (1994) **** (out of 4) Quentin Tarantino's breakthrough about the underside of the L.A. crime scene and focuses on stories involving a couple hit men (John Travolta, Samuel L. Jackson), a down and out boxer (Bruce Willis) and the big man's wife (Uma Thurman). Over the course of a matter of days their lives all get connected in this roller coaster ride of a movie. If you're looking for warmth or heart then it's best you stay away from this movie but if you want a brilliantly constructed story dealing with people who often don't get movies made about them then PULP FICTION is just for you. Yes, crime movies have always featured these type of violent men and women but no screenplay has ever gotten inside their head or tried to show what killers talk about while they're on the job. The dialogue is what really seals the deal on this film and it certainly deserved the Best Screenplay Oscar that it won. The stories are told out of order, which is always a tough way to tell a story because you can often confuse the viewer or make it so frustrating that the viewer just gives up. Tarantino's stories are so well structured that you never get confused as to what's going on and being able to see how some characters end up before we get to the actual ending, which in fact takes place earlier than the ""real"" ending works very well. There are so many classic scenes to be found in this movie but some of the highlights include a terrific dance sequence between Travolta and Thurman to a Chuck Berry classic, an adrenaline shot sequence and of course the classic Biblical quote delivered by Jackson. As great as the screenplay is it offered many people a jump to their career and this was certainly true for Travolta who really gets to shine here. When this movie was released it was considered his first great film in years and it gave that career and major boost but it's a shame he hasn't done more with it over the years. Jackson became known as that ""Bad Motherf&*&er,"" which perfectly sums up his performance. Both Thurman and Willis do a great job with their roles and the supporting players are all extremely good as well. PULP FICTION truly is a cult classic that delivers on the suspense, the laughs and it really just makes you feel as if you're looking in on a group of people who you'd normally never be in the same room with. Add the great soundtrack, the wonderful cinematography and some terrific homages to older movies and you've really got something original and special. Tarantino's influence of the crime flicks from the 70s and the Europeon crime films is so apparent yet he takes these moments and makes them his own. PULP FICTION really did change the way movies were made and it was a real eye-opener when it was first released but like most masterpieces it also keeps getting better with age."
29/04/2024,5,"Pulp Fiction rules. It is one of the pinnacles of cinema. But for all the people who like to spoil the fun by asking the question why, here's why: excellent performances (especially Samuel L. Jackson & John Travolta as a pair of hit men), fun characters and possibly the greatest screenplay of all time. For anyone who hasn't seen Pulp Fiction, watch it. For those who have seen it, watch it again and revisit Butch, Jules, Vincent, Mia, Pumpkin and Honey Bunny. Thank you, Quentin.Relive one of the greatest films of all time 10/10. Rated R for Strong Graphic Violence, Frequent Language, Strong Drug Use and Some Very Disturbing Sexual Content."
15/04/2024,4,"This is independent film-making at its finest, with the best ensemble cast to have possibly ever graced the silver screen.  Tarantino will never equal this.  Jackie Brown, being a pretty good flick seemed totally crap having been Tarantino's long awaited return after this jem.  Samuel Jackson plays his best role to a tee here.  A clear 10/10"
07/03/2024,4,Ringo (Tim Roth) and Yolanda (Amanda Plummer) robs a diner. Vincent Vega (John Travolta) and Jules Winnfield (Samuel L. Jackson) are thugs working for Marsellus Wallace (Ving Rhames). They pick up a mysterious briefcase but an incident requires cleaner the Wolf (Harvey Keitel). Marsellus is paying Butch Coolidge (Bruce Willis) to throw a boxing match. Vincent is told to entertain the bosses' woman Mia (Uma Thurman).This is Quentin Tarantino's big breakout. I saw this in the theater and probably even before 'Reservoir Dogs'. I definitely saw 'True Romance' before this but I had no clue who to praise for the dialog in that movie until I put two and two together. This is a cinematic explosion. Many tried to copy his style but none exceeded him. It is super cool. It's got the time jumble that adds so much fascination to the movie. Again many films try to copy it but few succeeds like this. It has to be one of the iconic movies of the 90s.
04/03/2024,4,"PULP FICTION is a singular show. The best way to describe it is that it is as if you sit down in the living room with the television and are immediately transported to a roller coaster going full speed through a fun house of ghoulish images. This is complemented with one of the funniest, smartest, and filthiest dialogs I have heard in a long time. There is no other movie I can compare it to. It has the adrenaline flow of SPEED, the intelligent dialog of MY DINNER WITH ANDRE, the violence of the goriest part of the GODFATHER, and the comedy of AUSTIN POWERS. All that having been said, it is like none of the above other than the superficial aspects I just mentioned.If extreme violence (e.g., brains blown on car windows) is something you can not endure, if 700 uses of the F word is something you can not tolerate, if heavy drug use is something you care never to see (cocaine is passe we learn, all of the in-gangsters now do heroin), then do not pay your money to see PULP FICTION.On the other hand, all of the above really works in this show. This is a parody of criminal life and a really funny one. This is a show that takes one chance after another. John Travolta and Samuel L. Jackson are nothing short of terrific in it. Oscars are possible here. They play the hit men for a major bad guy (Marsellus Wallace). The bad guy is also paying a boxer (Bruce Willis) to take a dive. Harvey Keitel plays a fixer of problems for the bad guy. Tim Roth and Amanda Plummer play a couple of two-bit crooks who like robbing restaurants because nobody else does that. Eric Stoltz plays a low class drug dealer and Rosanna Arquette plays his girlfriend who has rings in every part of her anatomy (yes, there too). Christopher Walken shows up in a single long important scene. Uma Thurman plays the major bad guy's wife. Whew, and I probably missed a lot of other people who did some great acting.The major hero and the one who took the most risks in this movie was the scriptwriter. He was also the director - Quentin Tarantino. The script went from funny scenes like a restaurant where all the staff were 50s famous look-alikes to a scene where the two hit men were first discussing what a McDonald's quarter-pounder is called in France and why to a discussion of whether it was okay to kill someone for massaging your wife's feet.This is a movie that to describe it will only make you want NOT to go see it, yet it is mesmerizing and wonderful. The intensity level of the movie is off the scale. People were laughing like crazy in the theater and to intelligent dialog too. Other scenes had the audience gasping for breath and uttering out loud ""oh, my god"". Several scenes were worse than the finger cutting scene in The Piano.The camerawork was mainly standard stuff, but there are several scenes where it got pretty experimental. The best example is the long scene of Wills staring into the camera without moving while he listens to the major bad guy, whom we have not yet seen, delivering a long lecture. It then switches to a view of only the back of the bad guy's head with everything else out of focus while Willis listens for quite a while more."
02/03/2024,3,"Every time I watch this movie, I get reminded why they call Quentin Tarantino a master of dialogue. It is a shockingly smart and original movie all the way through. Every actor does a tremendous job at delivering quotable yet realistic lines. It is very tough to decide which scene is the best. The burger scene? The ending scene? The overdose? The escape from the rapists? I guess I will never know which one I prefer, and that, is what makes this film truly iconic."
13/02/2024,8,I'm not going to say anything new here. Not my favorite Tarantino movie but hard to argue that it didn't do a lot to change cinema. And it gave us Sam Jackson. Must see classic.
10/02/2024,8,"I love this film so much. Way back then i'd only see Pulp Fiction memes and mimic figuratively portrayed. Poor being from a third world country, it's truly hard to participate festive on the industry of all kind, specifically film. So when i first saw this film, i really had no idea this is 'it'. This is perfect metaphor of Pandora box for mine. Got me so woke as hell.The aesthetic grain of Pulp Fiction fixated why i should differentiate what is really my liking and what is shoved into my throat. And watching it in 2016 where it's the era of minorities be winning, old racist joke is still kicking right. While i don't mind some spoilers here and there, this is the first time as long as i can remember, i'm watching without no expectation."
10/02/2024,8,"It was a day like any other. Wake up early morning, eat, school, jack off etc. etc. etc. I would come back home from school, shower, eat then try and find ways to waste time. I would flip through channels like a magazine, or probably treat myself to a snack. The thing that made this day special, was that I was going to watch (IMO) the greatest movie of all time. Before watching this movie, my taste was.... Generic, to say the least. My favorite movie was The A-Team. My taste was horrible. I recently watched Inception, so I was slowly being... Devoured or welcomed (whichever way you see it) into the movie world. After watching THIS piece of art, however, I was just amazed. The acting was amazing. The directing was pitch perfect. And the script... Oh jumping Jesus on a pogo stick, the script left me speechless. I envy those movie watchers who get to watch this for the first time. Anyways, fast forward a couple of months later, i already watched; Casablanca, One Flew Over the Cuckoo's Nest, Raging Bull, The Godfather, Reservoir Dogs, Schindler's List, TGTBTU, Taxi Driver, Goodfellas, L.A Confidential, Apocalypse Now, Fight Club and so on and so forth. I would recommend this or The Godfather for any person that wants to 'get IN' movies. Since both are classics and impossible to dislike.11/10"
10/02/2024,8,"Wow. Amazed. Shocked. Shaken. Scarred for life (in a good way). But seriously it’s hard to find words to describe a near flawless work of art. You will either love it or hate it. But you will have to watch it regardless of what everyone else says. Pulp fiction is truly fiction …and Quentin Tarantino (one of my favorite directors) has crafted this masterpiece to bring a bit of everything into it. There was no movie and there won’t be any movie that can be made in the same fashion as Pulp Fiction. It sets a class of its own. It is undoubtedly ‘one in a million’. The acting is superb, the screenplay unmatched, the script engaging and the direction could not be any better. Violent and real, it brings life onto the screen in the first five minutes. This is one movie I would see in the theatre again – if were re-released that is. But *sigh* we have to get used to the DVDs now."
24/01/2024,8,"Pulp Fiction is a crazy,wild ride of a movie and is one of the most entertaining movies I have ever seen. It effectively combines smart original dialogue, wildly entertaining plot lines and many memorable characters. This movie is Quentin Tarantino at top form,delivering what is his greatest film to date,and one of the best films ever made. I will say that I am not quite sure it deserves the number 5 spot on the IMDb top 250 list,not because I don't like it but simply because I think that there are better movies out there. But to get back on the subject this is an amazing film. It is stunning in its brilliance and a joy to watch. It can also effectively switch moods at the drop of a hat. Sometimes it plays like a buddy comedy,other times it is dark and extremely suspenseful.I will say that the only complaint I could ever see thrown at this movie is lack of emotional involvement or feeling. I get this way with most of Tarantino's work but with this film I really didn't care. It is just sheer brilliance,imaginative film making and excellent entertainment. An absolute must see"
23/01/2024,8,"This movie has a legendary reputation. But I don't see why. It was smart,witty,charming in it's own way,and a fun movie,but it's not a work of genius. The constant jumping back and forth in time is really confusing. I've watched this movie I know at least 10 times,and still can not figure out what takes place when. And WHAT is in that briefcase? Someone once said it was someone's soul. Which raises a bunch of other questions. I see this as an ok movie,but incredibly over-hyped,and I think way too much has been read into it."
22/01/2024,8,"How do you review this? Like how do you actually review this masterpiece. It's actual pop culture now, like yes I have the poster (framed) and I have Jules on a t shirt, who doesn't? Now, I've not been making the Pulp Fiction loving part of me explicit lately because it's been pissing me off how people watch it and then act like they know everything about movies. I mean.... I was that person 3/4 years ago I really thought I knew it all watching this so yeah I get it amateur cinephiles but I still don't support it. Oh and it isn't my favourite Tarantino oh no that spot's deserves for Inglorious Basterds but this I second. I've been debating on this or Once Upon a Time In Hollywood for a while but the pure classic genius of this just had to take spot number 2. I mean I shall now and attempt to actually analyse the brilliance of this movie now that I've got the subtext out of the way. Structure-wise, writing-wise, soundtrack-wise, character-wise, action-wise and slickness-wise it gets all fucking right. All of these things just make a perfectly peculiar yet divinely beautiful amalgamation that crates the most unique vibe. The main thing with Pulp Fiction is vibe and how it makes you feel. It's not uplifting but it makes you smile, it's the prime example of style and substance. But I couldn't really describe the substance part to you because I mean I wasn't in my feels but I was invested, I was so invested in every single one of these characters even if they were dicks and even if they were only on screen for one screen. I think this is because Tarantino is brilliant at showing you real people, I mean they're in extreme and probably unrealistic situations but they're real people who talk about real things and that sits with you. I mean it's all definitely been said before but hey my opinion still matters, right?"
14/01/2024,8,"Quentin Tarantino's second film contains a confusing storyline, lack of in-depth plot, no obvious message, and a seemingly never ending amount of dialogue.....and it works. Pulp Fiction is a masterpiece of contemporary film that has been applauded by critics and fans alike. The films non-linear storyline contains the stories of a couple who robs diners, two hit men who do a job for their crime boss, and a boxer past his prime who is asked to take a dive.The cast does a fantastic acting job that varies from Bruce Willis' street smart Butch to Uma Thurman's Mia who has a taste for nose candy. The two actors who shine in the movie is the duo of John Travolta and Samuel L. Jackson. Travolta's character goes through a variety of emotions throughout the film such as his laid-back side while riding in the car with Jackson, to the intensity in his face while saving Uma Thurman's character from an overdose. Jackson's character has a ferocity to him that makes the character very memorable.The camera work by Tarantino is wonderfully done with shots that include his trademark trunk shot and Mexican standoff. Also, there is a well put together soundtrack to the film. The masterful film making and acting in Pulp Fiction makes it my favorite film of all time."
19/12/2023,7,"One of the Best movies i've ever seen,it is the best work of Tarantino. Interlocking different stories into one with black humor, action and thriller are some greatest qualities of this awesome movie. The acting is dynamite: John Travolta, Samuel Jackson, Bruce Willis gave very good performance. You will find humor, action, thriller, suspense and new sense of continuum in this movie."
04/12/2023,8,"The story development is very poor, and has very long dragged scenes that add nothing to the story. The non-linear and looping time order of the scenes smacks of an effort to cover up the lack of coherence in plot and character. The movie is like several episodes of a TV show thrown together.Some sequences, especially one involving bondage harnesses and homosexual rape, have the uncomfortable feeling of creative desperation, of someone who's afraid of losing his reputation scrambling for any way to offend sensibilities. The actors are doing a fine job with the crap they are given. However the distinct lack of a coherent plot, the disjointedly interwoven and half-baked story lines, the absence of characterization and incorrectly using of the music, makes this movie a good example of bad Cinema!"
28/11/2023,10,"Amazing.I watched every second of this movie and was not bored at all. It had fabulous acting performances from Travolta and Jackson, good supporting cast like Thurman and Willis, the slick dialogues, natural realistic suspense, groovy soundtracks and a series of long camera shots. This movie is definitely one of the best movies ever made. Standout performance was Samuel L.Jackson with his cool gangster charm and quick wit. This movie deserved the Oscar for best picture and never got it. Very sad. Jackson also deserved an Oscar. But again didn't get it. It was amazing that how entertaining the dialogue was. Even when there was no words, natural silence was just as addictiveA very much deserved 10/10."
20/11/2023,10,"It may have a clue to whats in the case.........I've had many an argument over what's in the case. The fact is no one really knows and no matter how many times you watch it and thing you know other thing throw it in a different direction.
My theory is it is either: Marcellus Wallace's soul . Clues being the plaster, Jules' bible references and his determination to protect the case, the 666 combination amongst others.OR It may be Butch's boxing belt. again references crop up to make you think that it is this. OR it may just be a clever stunt to get people thinking more of an already great film!"
04/11/2023,10,"This movie brings a new exploration of dialogue that I've never seen, and it's brilliantly constructed with some intense scenes. Samuel L Jackson is literally Samuel L Jackson in this movie. Pretty cool movie overall."
30/09/2023,10,"As an actor myself this should be a staple or requirement to watch for any acting class. As printed out in the great book THE POWER OF THE ACTOR by Ivana Chubbuck you see all of her steps, but to me you see the second step SCENE OBJECTIVE used amazingly in this film. Within each scene you really see how the actors work off of each other to achieve the goal of each scene. The opening scene set the tone for the rest of the film, and every actor in it no matter how big of a role the play absolutely kills their role. Fantastic movie from start to finish... do yourself a favor and I would be shocked if you haven't seen it but go watch it ASAP!!!"
18/09/2023,10,"There aren't many films that are as iconic as pulp fiction, everthing is so masterfully done from the witty and genius writing to the catchy and fitting music, this truly is a masterpiece for the agesThe story is somehow even better than everything else, its mesmerising to say the least, the heartbreaking and thrilling story is so powerful to anybody watching, but it's also hilarious, there aren't many films that can be a comedy and action and love story at the same time and execute it so beautifullyAlthough I don't belive this is tarantos best work, I understand that that's quite controversial but it's true, it's certainly up there and there's nothing inherently wrong with this at all it's just some of his filmography slightly take an edgeOverall I'd say this film is a must watch for anybody who just wants an amazing time."
11/09/2023,10,"Movie that within next 100 years won't be forgotten. Pure pulp classic, visionary fiction of a time. Tarantino is unique director. He had some kind of luck to break into Hollywood straight out of video store and I don't think it's possible in the modern days.Rare thing about Pulp Fiction is that.., what's the movie about? It's hard to say, nevertheless it works which is basically impossible scheme for any other movie. It just works.So overall, great writing, acting, soundtrack etc., this is one of the favorite movies and if you somehow didn't see it, stop whatever you're doing right now and watch it immediately.10 out of 10 not because it's ten, there are no real tens. Just there are movies that stand aside and above."
08/08/2023,7,"I am not a huge fan of Tarantino, but I love Pulp Fiction. It is so unique and weird and it's so fun to watch. It's the type of movie that you feel compelled to watch again because you think you missed something. Although there are multiple character plots going on at once, it all feels very streamlined and easy to follow. One of my favorites."
05/08/2023,7,"This movie has been debated and analyzed and dissected for years. I could make a lot of detailed arguments for why I think it works so well. But the simple truth is that when I saw this movie for the first time, on opening day of its original release, I had one of the best times I've ever had watching a movie. And it's one of those films that I could rewatch again and again. It's a masterpiece."
02/08/2023,6,"I never really like when a movie gets labeled a ""defining chapter"" of movie making or gets named a classic just cause it's different. Sometimes it is sometimes it's not. Clockwork orange is one of those which i felt was garbage as a movie. Pulp fiction is another. Sure, it has speed, weird characters and slick lines and stories all over the place. For me weird isn't always good as there is no red line, no real story to follow. I don't even find this movie very cool even though it might be worth a watch just cause it's like no other movie. But the story, the substance of the movie is very thin. Tarantino is for me not a very good director. Sure, some of his movies are OK, but mostly he overdo it on many occasions, which makes it hard to takes them seriously. It's no real drama, no action, no thriller, just something put in a blender it seems. If u want a true story, a movie with substance and an experience richer after wards, this is not a movie to get anywhere near."
22/07/2023,9,A very original story that could only be thought up by Tarantino. This is the film that put John Travolta back on the map and Samuel L. Jackson is also terrific in his role. Bruce Willis gives the best performance of his career and Uma Thurman probably gives the best performance of hers. The cinematography is excellent and Tarantino really established himself as one of America's best directors with this film. A terrific movie that can be watched many times!My rating : @@@@ (out of five)
17/07/2023,9,"If you haven't seen this, you've been living on the outskirts of society with no TV for 30 years. It's a quintessential film to watch. They don't make movies as good as this anymore. Cinematography,screenwriting,dialogue, cannot be beat."
10/07/2023,9,"Boring. Rubbish Film as per most of Tarantino's stuff. The only good film Tarantino ever directed was the first half of 'Dusk till Dawn'. 'True Romance' was good as well,though he didn't direct it. It was also let down somewhat by Tarantino's poor dialogue (see Patricia Arquette's speech where she reveals she's a call girl. Appalling dialogue. Very Tarantino.) I recommend you spend you time better by watching all the films he's paid homage to (ripped off) such as 'Vanishing Point', 'Death rides a horse', 'the Baby Cart series', The original 'Inglorious Bastards' etc Tarantino and his rehashing of films which have passed out of the collective conscious is pretty unpleasant and not clever. The whole point of taking influence from other people's work is to then create something of your own which is greater than the sum of its part. This Tarantino fails to do repeatedly."
